step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
180,PAYMENT,49.72,C483442770,3519.37,3469.65,M934907603,1199.88,917.55,0,0
435,DEBIT,281.15,C563984853,20737.38,20456.23,C789556079,32033.82,31891.02,0,0
674,PAYMENT,363.28,C839301880,3270.44,2907.16,M226478287,141.75,70.67,0,0
435,PAYMENT,89.91,C543022348,13639.19,13549.28,M592885308,12707.06,12577.18,0,0
670,PAYMENT,709.81,C723258667,12560.33,11850.53,M962668407,1024.25,879.38,0,0
44,PAYMENT,192.15,C579142421,6679.12,6491.97,M610082864,8616.94,8554.29,0,0
94,PAYMENT,102.6,C575492990,3127.17,3024.57,M185483004,348.61,85.49,0,0
162,CASH_IN,80.67,C894715385,11436.86,11356.19,C598666326,8748.61,8839.28,0,0
17,PAYMENT,410.17,C564086267,97906.1,97495.93,M893695474,1183.16,903.99,0,0
377,PAYMENT,581.26,C364037674,7550.07,6968.81,M153997112,538.77,361.88,0,0
657,PAYMENT,3037.69,C545690097,20076.76,17039.07,M993908129,173.34,143.29,0,0
463,PAYMENT,40.97,C827967004,3376.03,3335.06,M740183114,1844.61,1577.59,0,0
433,TRANSFER,816.72,C223090915,1545.75,754.03,C560572569,24.02,840.73,0,0
6,TRANSFER,1765.46,C272722967,2077.02,311.55,C851882807,1200.0,2965.46,1,0
41,PAYMENT,365.48,C313332206,3656.7,3291.22,M478324896,2373.9,2201.71,0,0
648,CASH_OUT,8.07,C399820476,1573.25,1565.18,C824731791,626.17,573.13,0,0
477,CASH_OUT,847.31,C744713379,3293.02,2445.71,C623235734,49.84,16.22,0,0
2,PAYMENT,187.42,C333135391,1546.45,1359.04,M600338432,8690.46,8535.85,0,0
149,PAYMENT,239.56,C402724390,1084.81,845.25,M500572315,2468.15,2439.24,0,0
595,CASH_IN,982.66,C523310003,9185.4,8202.74,C311901099,26855.44,27838.1,0,0
273,CASH_OUT,265.0,C611209919,15389.47,15124.48,C349557076,433.37,419.32,0,0
610,PAYMENT,180.99,C481878657,2164.97,1983.98,M309564280,106.17,44.09,0,0
393,PAYMENT,653.4,C936885532,3417.5,2764.1,M695801737,1098.22,942.97,0,0
550,CASH_IN,1955.31,C490377407,6683.27,4727.95,C902945298,340.32,2295.64,0,0
602,CASH_IN,92.79,C204743184,9538.4,9445.61,C701797696,9846.88,9939.67,0,0
538,PAYMENT,90.06,C644235744,923.77,833.71,M665004774,78.03,0.0,0,0
111,CASH_OUT,148.71,C892838083,3485.47,3336.76,C408265996,2624.38,2372.55,0,0
484,PAYMENT,424.6,C533308931,5391.62,4967.02,M949205151,2363.5,2300.74,0,0
31,TRANSFER,78.97,C701073306,1430.35,1351.38,C487399377,2543.15,2622.12,0,0
623,TRANSFER,54393.64,C380132710,63992.52,9598.88,C420844752,0.0,0.0,1,0
120,CASH_IN,1627.49,C568125297,20947.29,19319.8,C300528799,1257.59,2885.08,0,0
269,PAYMENT,1569.2,C588847994,11230.79,9666.6,M669103119,372.92,342.58,0,0
117,PAYMENT,237.73,C849167978,3326.21,3088.48,M380565091,6041.72,5927.01,0,0
324,PAYMENT,266.59,C387486723,1971.41,1704.82,M403146404,2919.18,2656.54,0,0
183,PAYMENT,393.19,C401143558,3797.27,3404.08,M985053112,771.46,583.47,0,0
343,CASH_IN,2546.94,C499328830,12797.52,10250.58,C411376489,490.89,3037.82,0,0
21,PAYMENT,1296.7,C500907455,4791.46,3494.75,M533567327,286.58,4.41,0,0
633,CASH_IN,121.24,C620610033,2576.76,2455.52,C709045334,1326.38,1447.62,0,0
476,PAYMENT,119.44,C936802083,4518.63,4399.19,M232504615,5917.99,5816.44,0,0
400,PAYMENT,122.93,C755581384,13941.99,13804.06,M304946499,724.36,469.04,0,0
691,PAYMENT,517.57,C646146738,12082.02,11564.45,M170643786,406.9,373.74,0,0
131,CASH_IN,29.51,C708413867,14783.12,14753.61,C772694658,1228.07,1257.58,0,0
519,CASH_OUT,168.52,C333562641,4782.89,4614.37,C739273971,1487.5,1360.76,0,0
610,CASH_IN,282.42,C814886471,3215.27,2932.85,C232929316,12176.31,12458.73,0,0
32,PAYMENT,125.55,C950238672,944.01,803.45,M950988293,2581.62,2387.13,0,0
214,CASH_OUT,739.7,C628153186,2936.12,2196.42,C629998174,250.0,211.87,0,0
567,CASH_OUT,35.21,C342534199,1512.24,1477.03,C371575734,1470.57,1328.14,0,0
8,DEBIT,290.95,C943497851,3328.71,3037.77,C688688712,39658.23,39520.1,0,0
30,PAYMENT,2072.55,C632755784,9221.68,7149.14,M380658587,1677.34,1594.39,0,0
111,PAYMENT,40.37,C364514164,329.53,289.16,M493039649,54104.15,53826.98,0,0
515,PAYMENT,91.46,C858542203,2004.44,1912.98,M744348503,153.6,0.0,0,0
559,PAYMENT,380.38,C350698713,2687.29,2306.91,M646092785,2758.49,2673.44,0,0
338,TRANSFER,105453.69,C652534877,162236.45,56782.76,C777408461,150.0,105603.69,1,0
138,PAYMENT,260.28,C125330092,6729.36,6469.08,M364034804,7475.46,7422.85,0,0
36,CASH_OUT,4542.27,C121252475,26244.05,21686.78,C330313297,66.52,0.0,0,0
52,PAYMENT,6567.52,C431228304,57115.47,50547.94,M857067911,227.34,90.47,0,0
458,CASH_IN,335.72,C477279773,3388.48,3052.76,C476938396,4208.12,4543.84,0,0
533,PAYMENT,135.58,C623833939,3892.49,3756.9,M431180148,3474.84,3463.6,0,0
305,PAYMENT,661.43,C232514723,8450.04,7788.61,M397328749,2023.33,1907.03,0,0
670,TRANSFER,207.82,C311960109,2769.8,2561.97,C862592683,982.85,1200.68,0,0
598,PAYMENT,486.67,C910855415,4997.74,4511.07,M759781744,2248.46,2223.45,0,0
366,TRANSFER,70546.01,C803596218,70546.01,0.0,C331624014,1200.0,71746.01,1,0
130,TRANSFER,30327.72,C402047340,35679.67,5351.95,C325893399,0.0,30327.72,1,0
540,CASH_OUT,3301.93,C654703959,10481.23,7129.3,C829452934,3181.6,2917.62,0,0
386,CASH_IN,63.14,C455349270,12408.89,12345.75,C109428426,1605.14,1668.28,0,0
323,CASH_IN,432.49,C833651416,2555.64,2123.16,C379998711,303.45,735.93,0,0
562,CASH_IN,190.85,C592701652,4124.1,3933.25,C909407798,3203.63,3394.48,0,0
245,PAYMENT,550.3,C467940216,4200.52,3650.22,M743952023,3512.43,3235.16,0,0
372,CASH_OUT,35.64,C810311702,880.26,844.61,C768845535,343.72,243.36,0,0
562,PAYMENT,230.53,C586720464,2347.4,2116.87,M442675288,1198.68,1037.14,0,0
380,CASH_OUT,229.87,C489322657,13304.12,13074.26,C489754081,136.02,0.0,0,0
469,CASH_OUT,12.28,C432617924,2045.76,2033.48,C480080926,9051.13,8856.52,0,0
404,CASH_IN,1052.87,C455178796,63304.32,62251.45,C128602044,34257.47,35310.34,0,0
273,PAYMENT,265.15,C743840583,4211.89,3946.74,M687322544,11277.63,11029.61,0,0
351,PAYMENT,327.28,C962824038,13579.53,13252.26,M485170844,1542.71,1391.52,0,0
334,CASH_IN,105.54,C899621147,511.5,390.96,C366483208,2622.83,2728.37,0,0
113,PAYMENT,80.04,C426783674,2282.98,2202.94,M840280058,1137.35,1125.62,0,0
581,CASH_IN,633.75,C278326320,11894.66,11260.9,C856692538,2058.78,2692.54,0,0
250,PAYMENT,145.01,C237066922,1804.62,1659.61,M265493953,1945.43,1717.51,0,0
74,PAYMENT,88.31,C720210873,25734.76,25646.45,M253657710,122.28,0.0,0,0
544,PAYMENT,1436.87,C970823818,11118.67,9681.81,M679074545,954.49,743.76,0,0
84,PAYMENT,509.83,C656348140,1955.18,1445.34,M169066151,661.66,405.08,0,0
598,PAYMENT,557.76,C276269286,18911.66,18353.9,M890616243,2626.54,2437.79,0,0
233,PAYMENT,3469.72,C702017271,23931.83,20447.11,M493270363,1960.61,1880.92,0,0
328,PAYMENT,133.29,C295685479,1066.4,933.12,M113105052,9756.66,9573.5,0,0
671,TRANSFER,24.09,C847279068,89314.45,89290.37,C928315635,1099.44,1123.52,0,0
548,CASH_IN,48.36,C882470140,619.72,571.37,C256811969,6458.23,6506.59,0,0
122,CASH_OUT,776.03,C584524186,4982.37,4206.34,C275306085,13795.0,13557.76,0,0
216,PAYMENT,56.6,C398184216,5240.99,5184.39,M681819176,3642.4,3363.12,0,0
559,CASH_IN,61.11,C662222050,2582.11,2521.0,C297207585,496.33,557.44,0,0
580,CASH_IN,509.44,C345512088,4273.73,3764.28,C791736789,1474.13,1983.57,0,0
522,CASH_IN,79.12,C901553378,12439.58,12360.46,C648674766,229.99,309.11,0,0
332,CASH_IN,515.43,C828061647,3092.86,2577.43,C132029661,304.44,819.87,0,0
589,CASH_IN,52.27,C921642521,327.79,275.51,C844502730,1645.8,1698.07,0,0
30,CASH_OUT,12900.29,C193299939,12900.29,0.0,C143564806,150.0,13050.29,1,0
112,CASH_OUT,56.1,C884182351,2480.57,2424.47,C131850866,7424.54,7169.24,0,0
224,CASH_IN,400.49,C154518654,3218.57,2818.08,C660560358,901.11,1301.6,0,0
472,PAYMENT,171.16,C527607898,2023.04,1851.88,M769330546,1247.45,1015.43,0,0
75,PAYMENT,941.17,C429478983,3038.05,2101.87,M871157913,179.43,2.29,0,0
632,TRANSFER,108.38,C272347075,506.69,398.31,C133918601,4950.87,5059.25,0,0
253,PAYMENT,653.42,C845491776,4563.51,3910.09,M121756780,1999.47,1721.1,0,0
84,CASH_OUT,184.69,C396260643,6580.36,6395.66,C484306503,2552.65,2321.73,0,0
148,CASH_IN,404.11,C445358963,3344.84,2925.73,C849728698,233.97,638.08,0,0
551,PAYMENT,95.9,C611138158,45328.29,45232.39,M509766849,14317.23,14170.82,0,0
549,PAYMENT,110.55,C272432133,6393.16,6282.61,M919479346,141.36,0.0,0,0
166,TRANSFER,127.67,C931200636,3436.29,3308.62,C761703416,17.36,145.03,0,0
296,PAYMENT,4299.55,C494065516,20684.21,16384.66,M227563942,340.59,295.73,0,0
678,DEBIT,178.28,C854344524,599.02,420.74,C643200222,5565.36,5386.97,0,0
264,CASH_IN,60.0,C221068812,7507.39,7472.39,C450070659,297.72,337.73,0,0
242,DEBIT,200.16,C243604889,21306.01,21105.85,C424039816,274.91,41.69,0,0
636,CASH_IN,137.63,C386343353,2913.84,2776.22,C460271501,6100.39,6238.02,0,0
146,CASH_OUT,1803.03,C128065593,9783.21,7980.18,C423217168,6511.52,6364.19,0,0
156,CASH_OUT,510.44,C129899760,2770.69,2260.24,C550973018,894.78,837.02,0,0
60,PAYMENT,136.26,C122094858,1437.5,1301.24,M356081477,2116.99,1887.57,0,0
600,CASH_OUT,814.5,C708539945,2144.39,1329.9,C333051387,5122.21,4911.01,0,0
465,TRANSFER,233.64,C161387788,1795.1,1561.47,C651759771,857.02,1090.66,0,0
360,PAYMENT,57.29,C879333892,3891.87,3834.58,M575414265,1381.41,1229.38,0,0
2,TRANSFER,272.82,C683989473,9459.6,9186.78,C398666744,1315.5,1588.32,0,0
247,PAYMENT,1308.91,C640464797,19810.96,18502.05,M701406381,3336.41,3213.72,0,0
620,CASH_OUT,513.03,C938867386,3396.46,2883.43,C651413819,169.2,23.03,0,0
557,PAYMENT,68.26,C651347787,1759.56,1691.3,M933131444,3122.45,3046.33,0,0
148,PAYMENT,628.79,C908984859,11379.29,10700.51,M460232842,1050.57,984.43,0,0
3,CASH_OUT,52.44,C588963174,813.65,761.21,C479207548,394.17,119.93,0,0
576,PAYMENT,285.13,C637047997,2910.04,2624.91,M734937874,2447.54,2413.88,0,0
416,TRANSFER,440.79,C817897944,4392.29,3951.49,C638700718,132.62,583.41,0,0
580,TRANSFER,246.48,C823590832,3370.23,3123.75,C246324467,59.1,305.58,0,0
65,PAYMENT,1899.9,C708631407,9171.13,7271.23,M290426080,166.39,0.0,0,0
550,CASH_IN,277.95,C976435550,8162.68,7884.73,C533750986,1958.19,2236.14,0,0
265,CASH_OUT,66.8,C774055247,6831.33,6764.53,C754096648,9349.93,9344.11,0,0
658,PAYMENT,136.2,C590002319,1692.84,1556.64,M596330247,402.61,207.14,0,0
514,TRANSFER,95.69,C854854676,5886.28,5790.59,C292058466,1111.47,1207.16,0,0
596,CASH_OUT,263.09,C815573867,1921.15,1658.06,C274415952,279.72,220.17,0,0
535,CASH_IN,1075.67,C960390203,7856.84,6781.17,C463248118,1743.38,2819.05,0,0
263,PAYMENT,331.66,C911504688,12107.05,11775.39,M705886227,13941.21,13866.89,0,0
542,PAYMENT,269.67,C458516660,2321.54,2051.87,M278966260,291.21,186.78,0,0
528,TRANSFER,1036.52,C754845496,15948.82,14912.3,C260599824,146.38,1182.9,0,0
367,DEBIT,655.79,C404361765,3160.23,2504.44,C371738207,29.07,0.0,0,0
640,TRANSFER,1778.89,C172406861,330937.13,329158.24,C389334358,2789.72,4568.61,0,0
17,PAYMENT,70.33,C617869069,1247.0,1176.66,M832459036,28.56,0.0,0,0
539,PAYMENT,2983.55,C137138036,39238.22,36254.67,M771730011,8869.49,8608.41,0,0
706,PAYMENT,173.75,C791345638,11061.03,10887.29,M886436875,501.93,312.35,0,0
423,CASH_OUT,340.12,C776150278,6889.48,6554.36,C498634441,442.11,197.39,0,0
32,TRANSFER,77.01,C641966100,2000.87,1923.86,C466574322,1310.44,1387.45,0,0
407,PAYMENT,79.1,C119941554,1914.08,1834.98,M581557288,95.4,0.0,0,0
93,CASH_OUT,99.5,C465565673,14565.01,14465.51,C935381278,15127.66,14894.63,0,0
82,PAYMENT,513.09,C860081043,5861.67,5348.58,M664878876,9900.38,9623.38,0,0
428,PAYMENT,142.71,C933073756,3049.87,2892.16,M607914592,2711.67,2456.12,0,0
416,PAYMENT,259.36,C767525175,2711.81,2452.45,M595934395,134.32,0.0,0,0
387,CASH_OUT,45.77,C520064659,999.11,953.34,C991487384,78.0,0.0,0,0
466,PAYMENT,111.99,C463789141,7819.11,7707.11,M281260992,13684.52,13588.49,0,0
551,CASH_OUT,55.93,C470742601,33921.38,33865.45,C906426597,4599.19,4367.61,0,0
38,CASH_OUT,60.51,C846778121,16082.25,16021.74,C176979063,12758.22,12558.38,0,0
707,TRANSFER,569.07,C166569827,1625.84,1056.77,C589544217,703.2,1272.27,0,0
382,PAYMENT,86.07,C518465884,22875.82,22739.75,M339134194,3997.32,3721.29,0,0
102,PAYMENT,516.36,C532629238,35712.0,35195.64,M358564947,373.91,264.78,0,0
37,CASH_OUT,892.15,C270889472,3435.9,2543.75,C405960422,1750.89,1544.35,0,0
504,CASH_OUT,876.79,C629908948,6972.47,6095.69,C283716971,365.17,300.13,0,0
233,PAYMENT,390.83,C808629095,14816.27,14410.44,M477956144,1869.49,1706.62,0,0
384,TRANSFER,180839.71,C930787722,212752.6,31912.89,C252439513,1200.0,0.0,1,0
617,PAYMENT,1462.79,C405001101,7985.14,6522.34,M368252106,1630.3,1485.97,0,0
482,CASH_IN,841.9,C350583290,5073.02,4231.12,C859270738,4393.92,5235.81,0,0
688,TRANSFER,373.59,C292822649,2630.77,2257.18,C437786006,234.83,608.41,0,0
531,PAYMENT,1315.12,C917732410,10143.73,8828.6,M265825593,64.67,0.0,0,0
649,CASH_OUT,222.8,C788201270,19115.09,18892.28,C651407098,2069.74,2021.36,0,0
324,PAYMENT,182.86,C710050581,6387.55,6204.69,M623358450,776.47,633.59,0,0
330,CASH_OUT,32.81,C436805197,2931.6,2883.8,C513552028,786.94,574.54,0,0
166,DEBIT,1232.38,C647980590,11372.44,10140.07,C571928940,176.15,4.03,0,0
79,PAYMENT,1905.94,C351916933,4477.7,2571.76,M911034705,802.03,528.62,0,0
687,TRANSFER,151.14,C785118798,1498.47,1347.33,C190895419,2307.12,2458.26,0,0
9,PAYMENT,84.96,C611640374,1073.59,988.63,M197650674,2144.92,1929.57,0,0
699,PAYMENT,10.77,C241600083,16146.57,16135.81,M210223780,288.61,171.86,0,0
77,PAYMENT,96.78,C613342996,3835.82,3739.04,M474982581,7442.7,7158.72,0,0
165,PAYMENT,248.76,C833275011,118392.55,118143.79,M753672138,3132.95,2991.6,0,0
526,CASH_OUT,1616.27,C637342206,5210.7,3594.42,C484413809,1307.8,1227.81,0,0
363,CASH_OUT,548.16,C338464314,1365.9,842.75,C468760391,1515.6,1243.49,0,0
640,CASH_IN,440.62,C740761301,2996.99,2556.37,C356590724,421.41,862.03,0,0
474,PAYMENT,404.93,C296745368,7916.84,7511.91,M359640856,2402.17,2200.66,0,0
321,PAYMENT,32.95,C352925047,2586.8,2553.84,M121659034,542.16,315.47,0,0
606,TRANSFER,78145.8,C133670984,78145.8,0.0,C597009602,0.0,0.0,1,0
475,PAYMENT,672.33,C820437600,18326.24,17653.9,M901673107,9990.02,9939.87,0,0
90,PAYMENT,31.13,C199968194,2977.01,2945.88,M538541402,2408.49,2305.99,0,0
438,CASH_IN,663.29,C459298591,7254.96,6591.67,C924244176,1199.4,1862.68,0,0
92,PAYMENT,163.57,C421658542,2340.98,2177.42,M200673050,550.17,310.62,0,0
402,PAYMENT,219.47,C365829188,3365.85,3146.38,M552607862,3088.25,2963.71,0,0
718,PAYMENT,75.4,C297618274,3479.83,3404.43,M591359067,1044.39,982.82,0,0
270,PAYMENT,4983.81,C752236870,12365.46,7366.65,M134990135,11004.13,10950.67,0,0
560,CASH_OUT,427.06,C153627466,9955.8,9528.74,C835754949,1299.75,1045.94,0,0
676,CASH_IN,112.6,C159302833,6229.24,6116.64,C239928583,910.63,1023.23,0,0
583,PAYMENT,56.02,C741014837,2821.11,2765.09,M544078590,4184.02,4146.67,0,0
478,PAYMENT,3312.56,C186193488,42677.38,39389.83,M753585667,91.19,0.0,0,0
498,PAYMENT,81.89,C418423379,23042.04,22960.15,M164840722,2066.15,1996.14,0,0
142,CASH_OUT,110.75,C700657014,1564.81,1454.06,C285245489,320.67,104.83,0,0
341,PAYMENT,148.72,C143636391,96997.12,96798.4,M935783680,982.21,762.99,0,0
159,PAYMENT,5588.63,C368014779,39066.63,33478.0,M378242317,185.01,144.1,0,0
605,CASH_IN,24.24,C554398749,1511.78,1487.54,C273458215,1497.08,1521.32,0,0
706,PAYMENT,464.44,C753239027,3469.8,2990.37,M654045678,13935.76,13881.58,0,0
616,CASH_OUT,232.96,C170686542,4553.34,4325.38,C196327665,427.39,133.63,0,0
134,CASH_IN,162.17,C979114476,4240.54,4078.37,C814683815,20540.44,20702.62,0,0
458,CASH_OUT,102.11,C283400070,13266.91,13169.8,C940348446,147.03,0.0,0,0
509,PAYMENT,98.68,C152377698,19069.83,18971.15,M245812488,2507.12,2321.01,0,0
589,DEBIT,812.99,C251203697,8186.73,7378.74,C336911645,2753.89,2598.42,0,0
588,PAYMENT,9782.1,C503289162,52450.96,42653.86,M663665437,34.2,0.0,0,0
564,CASH_IN,141.92,C712980331,9804.51,9662.59,C666084377,2661.12,2803.04,0,0
33,CASH_OUT,1465.52,C477496641,15694.92,14229.4,C702061519,1072.3,800.74,0,0
128,DEBIT,4406.96,C901074734,25597.04,21190.08,C226061532,574.57,325.95,0,0
685,TRANSFER,614.23,C639766329,4097.0,3482.77,C492439919,125.63,739.86,0,0
90,PAYMENT,1101.43,C618003341,15665.71,14564.28,M821238864,57163.57,57042.92,0,0
483,TRANSFER,56.48,C830204563,14514.44,14457.96,C969444042,16814.64,16871.12,0,0
638,PAYMENT,675.26,C266485399,5749.8,5074.54,M673679210,224.15,79.32,0,0
137,PAYMENT,763.57,C306311051,14516.29,13752.72,M675220230,51.64,19.13,0,0
677,CASH_OUT,1689.0,C475426679,6895.61,5206.61,C971458932,10863.82,10704.08,0,0
481,CASH_IN,2680.68,C327308640,25093.64,22412.96,C913544847,45.55,2726.23,0,0
473,PAYMENT,296.03,C693400128,3266.15,2970.12,M557898106,328.11,194.04,0,0
19,PAYMENT,171.08,C585314747,2267.92,2096.84,M409837228,1695.98,1677.23,0,0
226,PAYMENT,793.25,C658710489,2963.46,2170.22,M718142377,12218.8,12130.86,0,0
401,DEBIT,152.15,C783243319,4163.5,4016.35,C779929171,102.44,0.0,0,0
443,PAYMENT,38.44,C331995866,13435.25,13396.82,M596419037,2437.18,2384.57,0,0
268,TRANSFER,1171.53,C731995051,21367.53,20196.0,C606729550,154.46,1325.99,0,0
502,CASH_OUT,34114.73,C239637975,52484.21,18369.47,C826543337,0.0,34114.73,1,0
178,PAYMENT,86.05,C929659859,645.41,559.37,M313367990,386.7,136.83,0,0
703,PAYMENT,3095.72,C689542919,7814.7,4718.97,M821896511,10994.5,10933.71,0,0
614,CASH_IN,175.24,C213704531,21759.57,21584.33,C507507459,3881.57,4056.81,0,0
615,PAYMENT,453.29,C618396964,4649.12,4195.82,M436872359,15817.19,15633.99,0,0
36,PAYMENT,975.51,C207798712,9955.68,8980.17,M866093093,5239.89,5190.85,0,0
144,PAYMENT,686.06,C180674716,3034.57,2348.5,M375537583,4975.07,4934.93,0,0
469,PAYMENT,2919.9,C653260156,7747.37,4827.47,M701018756,23953.45,23830.38,0,0
184,PAYMENT,834.9,C382514592,4959.21,4124.31,M995042459,2912.9,2723.56,0,0
602,CASH_OUT,202.49,C728056849,5354.04,5151.55,C661546302,3750.67,3608.63,0,0
209,CASH_OUT,2135.49,C965534796,20134.05,17998.56,C272532246,70.39,0.0,0,0
287,CASH_IN,154.28,C122771659,1834.58,1705.3,C382117106,15119.76,15274.05,0,0
529,PAYMENT,400.03,C769465205,2231.02,1830.99,M251186011,770.92,703.76,0,0
351,CASH_IN,204.56,C699536402,19846.45,19641.9,C170819102,214.59,419.15,0,0
274,PAYMENT,1985.2,C512711920,19883.49,17898.3,M433890471,98.28,0.0,0,0
620,CASH_OUT,597.44,C786359876,4936.87,4339.44,C508609003,123.68,44.68,0,0
220,DEBIT,36.33,C929637461,229.32,217.99,C148538851,32934.8,32717.42,0,0
63,PAYMENT,87.44,C165227952,2860.28,2772.84,M618943136,2030.34,1734.18,0,0
89,CASH_OUT,665.34,C822132836,3820.17,3154.84,C889414758,240.46,87.08,0,0
146,PAYMENT,203.4,C520527739,5630.12,5411.72,M838503528,1741.6,1674.18,0,0
107,CASH_OUT,78.21,C746725075,7031.19,6977.98,C538807384,2762.51,2466.33,0,0
566,CASH_OUT,840.18,C736396111,2445.82,1605.64,C743323437,30581.63,30474.7,0,0
566,PAYMENT,539.22,C694007827,30363.02,29773.8,M407300138,1012.67,887.05,0,0
679,PAYMENT,36.63,C939237014,1607.92,1556.29,M770497957,460.84,451.68,0,0
623,TRANSFER,47350.51,C750593255,72846.94,25546.43,C150654470,1200.0,48550.51,1,0
24,PAYMENT,815.51,C714325871,7900.51,7085.0,M614231219,3631.1,3554.33,0,0
321,PAYMENT,19.22,C417473830,2983.63,2964.4,M738340717,1792.89,1767.61,0,0
342,CASH_OUT,304.32,C786315181,2486.67,2182.34,C633022830,5441.22,5224.84,0,0
324,PAYMENT,1278.24,C851661659,8011.96,6733.72,M508096286,7443.48,7277.6,0,0
699,CASH_OUT,391.61,C988895865,7739.82,7348.21,C356885007,291.67,148.69,0,0
113,CASH_OUT,60.91,C581425385,6439.48,6378.57,C831355225,6481.34,6464.49,0,0
422,CASH_OUT,61.02,C266652175,6374.68,6313.66,C411805607,782.64,772.02,0,0
309,TRANSFER,88.7,C847470931,1131.91,1043.21,C794637055,2932.18,3020.89,0,0
96,TRANSFER,132.12,C618807361,9516.12,9384.0,C260950561,638.2,770.32,0,0
367,CASH_IN,746.97,C474083626,9083.72,8336.75,C333434211,101.57,848.54,0,0
680,CASH_IN,433.83,C871399335,1059.94,626.11,C803564614,13.29,447.12,0,0
533,TRANSFER,980.31,C112699180,4647.0,3666.7,C848765203,6132.62,7112.93,0,0
615,PAYMENT,14542.68,C266410905,62559.62,48016.95,M378892695,464.8,182.73,0,0
438,PAYMENT,1907.8,C667063270,16285.66,14377.87,M505162648,504.36,419.39,0,0
327,CASH_IN,950.51,C678448658,20838.02,19887.51,C296585919,6614.29,7564.79,0,0
435,CASH_OUT,1936.96,C118091684,7554.67,5617.71,C478326180,98.57,1.67,0,0
118,CASH_OUT,2910.76,C733028420,26160.9,23250.14,C894099475,795.61,549.64,0,0
126,PAYMENT,87.66,C616258970,28767.9,28680.24,M906991861,170.08,0.0,0,0
43,CASH_OUT,3312.52,C966934667,21926.21,18613.69,C348451747,25217.2,24958.63,0,0
253,PAYMENT,229.67,C882139944,3202.38,2972.71,M666268795,3691.5,3684.77,0,0
634,TRANSFER,728.11,C314109193,17867.13,17139.02,C915497831,4898.36,5606.47,0,0
178,CASH_IN,90.99,C483670268,1040.66,949.67,C744101940,1728.3,1819.29,0,0
34,TRANSFER,9.57,C346950939,5761.98,5737.41,C306950615,395.03,404.6,0,0
598,TRANSFER,13.86,C162606592,263.18,249.32,C389326057,1625.94,1639.8,0,0
663,CASH_OUT,1479.7,C796615816,5144.83,3690.12,C902147469,4371.94,4175.55,0,0
390,CASH_IN,260.06,C981957195,2520.78,2260.72,C440776521,775.42,1035.49,0,0
54,PAYMENT,784.4,C954281233,12062.65,11278.25,M295040226,39.61,0.0,0,0
464,PAYMENT,371.89,C294985702,5944.16,5572.27,M148979172,14049.69,13908.36,0,0
104,CASH_OUT,623.55,C743094883,5632.89,5009.35,C333476201,1240.98,1057.27,0,0
21,CASH_OUT,26.05,C648394057,806.08,780.03,C315516580,7252.33,7190.63,0,0
522,TRANSFER,690.82,C235816048,5983.53,5277.72,C829467812,50716.85,51407.67,0,0
238,CASH_OUT,116.07,C859532430,1392.83,1276.76,C165330246,1550.75,1385.98,0,0
624,CASH_OUT,523.61,C317666693,6054.37,5530.76,C969363067,2818.73,2523.12,0,0
359,PAYMENT,601.97,C607388816,4208.35,3556.38,M947457307,753.99,493.85,0,0
128,PAYMENT,1816.32,C308688386,11106.35,9290.03,M559653223,189.7,21.97,0,0
344,CASH_OUT,2490.16,C439040875,13797.94,11307.77,C181221443,2255.8,2214.65,0,0
650,PAYMENT,5.0,C917892250,411.04,406.04,M783508550,747.92,594.59,0,0
179,CASH_IN,3595.95,C117153612,37262.71,33666.76,C151339178,20040.54,23616.49,0,0
135,PAYMENT,548.99,C781445485,6927.83,6403.84,M326246738,8492.74,8253.29,0,0
194,CASH_IN,189.81,C615778817,1833.26,1643.45,C712533148,6664.31,6854.12,0,0
527,DEBIT,7.15,C659786553,55336.6,55329.45,C793785344,1277.96,1149.25,0,0
295,PAYMENT,251.49,C484501962,2559.39,2307.9,M226669342,141.65,0.0,0,0
566,TRANSFER,8.36,C469960201,1210.5,1202.14,C186057581,54.35,42.7,0,0
53,CASH_IN,201.34,C249064209,2090.4,1889.07,C948129555,364.4,565.74,0,0
154,PAYMENT,80.16,C492436783,33617.1,33536.95,M232637337,20681.94,20650.04,0,0
310,CASH_IN,45.53,C183246491,2649.22,2603.7,C554778823,178.17,223.7,0,0
612,PAYMENT,36.18,C343569129,6230.2,6194.02,M816823339,253.3,52.47,0,0
328,PAYMENT,103.69,C561198266,1497.63,1393.93,M166674044,4112.48,3984.54,0,0
604,TRANSFER,634.95,C148656359,11946.04,11311.09,C591579069,93.29,728.24,0,0
418,TRANSFER,742.04,C445823896,6077.5,5335.46,C381223092,282.06,1024.1,0,0
67,CASH_IN,87.27,C392640611,2614.34,2527.07,C190017803,69.13,156.4,0,0
262,CASH_OUT,200.67,C483708458,9004.67,8803.99,C809501086,129.09,95.35,0,0
367,PAYMENT,121.09,C224868761,2751.08,2629.99,M748492229,9724.19,9658.95,0,0
383,CASH_OUT,226.66,C379360301,657.22,430.56,C857735356,3485.81,3421.19,0,0
541,PAYMENT,448.46,C261780422,3604.87,3156.41,M557200926,5342.04,5183.8,0,0
415,CASH_OUT,821.99,C231215760,6073.27,5251.28,C162416702,666.41,541.72,0,0
2,PAYMENT,285.94,C302752980,7786.92,7500.98,M593351301,6846.26,6685.36,0,0
